WD21CD,WD22CD,distance
E05004807,E05004807,0.0
E05004808,E05004808,0.0
E05004810,E05004810,0.0
E05004811,E05004811,0.0
E05004812,E05004812,0.0
E05004813,E05004813,0.0
E05004814,E05004814,0.0
E05004815,E05004815,0.0
E05004816,E05004816,0.0
E05004817,E05004817,0.0
E05004964,E05004964,0.0
E05004965,E05004965,0.0
E05004966,E05004966,0.0
E05004967,E05004967,0.0
E05004968,E05004968,0.0
E05004969,E05004969,0.0
E05004970,E05004970,0.0
E05004971,E05004971,0.0
E05004972,E05004972,0.0
E05004973,E05004973,0.0
E05004974,E05004974,0.0
E05004975,E05004975,0.0
E05004976,E05004976,0.0
E05004977,E05004977,0.0
E05004978,E05004978,0.0
E05004979,E05004979,0.0
E05004980,E05004980,0.0
E05004981,E05004981,0.0
E05004982,E05004982,0.0
E05004983,E05004983,0.0
E05004984,E05004984,0.0
E05004985,E05004985,0.0
E05004986,E05004986,0.0
E05004987,E05004987,0.0
E05004989,E05004989,0.0
E05004990,E05004990,0.0
E05004991,E05004991,0.0
E05004992,E05004992,0.0
E05004993,E05004993,0.0
E05004994,E05004994,0.0
E05004995,E05004995,0.0
E05004996,E05004996,0.0
E05004997,E05004997,0.0
E05004999,E05004999,0.0
E05005000,E05005000,0.0
E05005001,E05005001,0.0
E05005002,E05005002,0.0
E05005003,E05005003,0.0
E05005004,E05005004,0.0
E05005006,E05005006,0.0
E05005007,E05005007,0.0
E05005010,E05005010,0.0
E05005011,E05005011,0.0
E05005012,E05005012,0.0
E05005013,E05005013,0.0
E05005014,E05005014,0.0
E05005016,E05005016,0.0
E05005017,E05005017,0.0
E05005018,E05005018,0.0
E05005021,E05005021,0.0
E05005026,E05005026,0.0
E05005027,E05005027,0.0
E05005028,E05005028,0.0
E05005029,E05005029,0.0
E05005031,E05005031,0.0
E05005032,E05005032,0.0
E05005081,E05005081,0.0
E05005082,E05005082,0.0
E05005083,E05005083,0.0
E05005084,E05005084,0.0
E05005085,E05005085,0.0
E05005086,E05005086,0.0
E05005087,E05005087,0.0
E05005088,E05005088,0.0
E05005089,E05005089,0.0
E05005090,E05005090,0.0
E05005091,E05005091,0.0
E05005092,E05005092,0.0
E05005093,E05005093,0.0
E05005094,E05005094,0.0
E05005095,E05005095,0.0
E05005096,E05005096,0.0
E05005097,E05005097,0.0
E05005098,E05005098,0.0
E05005099,E05005099,0.0
E05005100,E05005100,0.0
E05005101,E05005101,0.0
E05005102,E05005102,0.0
E05005103,E05005103,0.0
E05005130,E05005130,0.0
E05005131,E05005131,0.0
E05005132,E05005132,0.0
E05005133,E05005133,0.0
E05005134,E05005134,0.0
E05005135,E05005135,0.0
E05005136,E05005136,0.0
E05005137,E05005137,0.0
E05005138,E05005138,0.0
E05005139,E05005139,0.0
E05005140,E05005140,0.0
E05005141,E05005141,0.0
E05005142,E05005142,0.0
E05005143,E05005143,0.0
E05005144,E05005144,0.0
E05005145,E05005145,0.0
E05005146,E05005146,0.0
E05005147,E05005147,0.0
E05005148,E05005148,0.0
E05005149,E05005149,0.0
E05005150,E05005150,0.0
E05005151,E05005151,0.0
E05005152,E05005152,0.0
E05005153,E05005153,0.0
E05005154,E05005154,9.999999996068709e-06
E05005155,E05005155,0.0
E05005156,E05005156,0.0
E05005157,E05005157,0.0
E05005158,E05005158,2.0000000000131024e-05
E05005159,E05005159,0.0
E05005160,E05005160,0.0
E05005161,E05005161,0.0
E05005162,E05005162,0.0
E05005163,E05005163,0.0
E05005164,E05005164,0.0
E05005185,E05005185,0.0
E05005186,E05005186,0.0
E05005187,E05005187,0.0
E05005188,E05005188,0.0
E05005189,E05005189,0.0
E05005190,E05005190,0.0
E05005191,E05005191,0.0
E05005192,E05005192,0.0
E05005193,E05005193,0.0
E05005194,E05005194,0.0
E05005195,E05005195,0.0
E05005196,E05005196,0.0
E05005197,E05005197,0.0
E05005198,E05005198,0.0
E05005199,E05005199,0.0
E05005200,E05005200,0.0
E05005201,E05005201,0.0
E05005202,E05005202,0.0
E05005203,E05005203,0.0
E05005204,E05005204,0.0
E05005205,E05005205,0.0
E05005206,E05005206,0.0
E05005207,E05005207,0.0
E05005208,E05005208,0.0
E05005209,E05005209,0.0
E05005210,E05005210,0.0
E05005211,E05005211,0.0
E05005212,E05005212,0.0
E05005213,E05005213,0.0
E05005214,E05005214,9.999999999621423e-06
E05005215,E05005215,0.0
E05005216,E05005216,0.0
E05005217,E05005217,0.0
E05005218,E05005218,0.0
E05005219,E05005219,0.0
E05005220,E05005220,0.0
E05005221,E05005221,0.0
E05005316,E05005316,0.0
E05005317,E05005317,0.0
E05005318,E05005318,0.0
E05005319,E05005319,0.0
E05005320,E05005320,0.0
E05005321,E05005321,0.0
E05005322,E05005322,0.0
E05005323,E05005323,0.0
E05005324,E05005324,0.0
E05005325,E05005325,0.0
E05005326,E05005326,0.0
E05005327,E05005327,0.0
E05005328,E05005328,0.0
E05005329,E05005329,0.0
E05005357,E05005357,0.0
E05005358,E05005358,0.0
E05005359,E05005359,0.0
E05005360,E05005360,0.0
E05005361,E05005361,0.0
E05005362,E05005362,0.0
E05005363,E05005363,0.0
E05005364,E05005364,0.0
E05005365,E05005365,0.0
E05005366,E05005366,0.0
E05005367,E05005367,0.0
E05005368,E05005368,0.0
E05005369,E05005369,0.0
E05005370,E05005370,0.0
E05005371,E05005371,0.0
E05005372,E05005372,0.0
E05005373,E05005373,0.0
E05005374,E05005374,0.0
E05005375,E05005375,0.0
E05005376,E05005376,0.0
E05005377,E05005377,0.0
E05005378,E05005378,0.0
E05005379,E05005379,0.0
E05005380,E05005380,0.0
E05005381,E05005381,0.0
E05005408,E05005408,0.0
E05005409,E05005409,0.0
E05005410,E05005410,0.0
E05005411,E05005411,0.0
E05005412,E05005412,0.0
E05005413,E05005413,0.0
E05005414,E05005414,0.0
E05005416,E05005416,0.0
E05005417,E05005417,0.0
E05005418,E05005418,0.0
E05005419,E05005419,0.0
E05005420,E05005420,0.0
E05005421,E05005421,0.0
E05005422,E05005422,0.0
E05005423,E05005423,0.0
E05005424,E05005424,0.0
E05005426,E05005426,0.0
E05005427,E05005427,0.0
E05005428,E05005428,0.0
E05005429,E05005429,0.0
E05005430,E05005430,0.0
E05005431,E05005431,0.0
E05005432,E05005432,0.0
E05005433,E05005433,0.0
E05005434,E05005434,0.0
E05005435,E05005435,0.0
E05005436,E05005436,0.0
E05005437,E05005437,0.0
E05005438,E05005438,0.0
E05005439,E05005439,0.0
E05005440,E05005440,0.0
E05005441,E05005441,0.0
E05005442,E05005442,0.0
E05005443,E05005443,0.0
E05005444,E05005444,0.0
E05005445,E05005445,0.0
E05005446,E05005446,0.0
E05005447,E05005447,0.0
E05005448,E05005448,0.0
E05005449,E05005449,0.0
E05005450,E05005450,0.0
E05005451,E05005451,0.0
E05005452,E05005452,0.0
E05005453,E05005453,0.0
E05005479,E05005479,0.0
E05005480,E05005480,0.0
E05005481,E05005481,0.0
E05005482,E05005482,0.0
E05005483,E05005483,0.0
E05005484,E05005484,0.0
E05005485,E05005485,0.0
E05005486,E05005486,0.0
E05005487,E05005487,0.0
E05005488,E05005488,0.0
E05005489,E05005489,0.0
E05005490,E05005490,0.0
E05005491,E05005491,0.0
E05005492,E05005492,0.0
E05005493,E05005493,0.0
E05005494,E05005494,0.0
E05005495,E05005495,0.0
E05005496,E05005496,0.0
E05005497,E05005497,0.0
E05005498,E05005498,0.0
E05005499,E05005499,0.0
E05005500,E05005500,0.0
E05005501,E05005501,0.0
E05005502,E05005502,0.0
E05005503,E05005503,0.0
E05005504,E05005504,0.0
E05005505,E05005505,0.0
E05005506,E05005506,0.0
E05005507,E05005507,0.0
E05005508,E05005508,0.0
E05005509,E05005509,0.0
E05005510,E05005510,0.0
E05005531,E05005531,0.0
E05005532,E05005532,0.0
E05005533,E05005533,0.0
E05005534,E05005534,0.0
E05005535,E05005535,0.0
E05005536,E05005536,0.0
E05005537,E05005537,0.0
E05005538,E05005538,0.0
E05005539,E05005539,0.0
E05005540,E05005540,0.0
E05005618,E05005618,0.0
E05005619,E05005619,0.0
E05005620,E05005620,0.0
E05005621,E05005621,0.0
E05005622,E05005622,0.0
E05005623,E05005623,0.0
E05005624,E05005624,8.5440037451604e-05
E05005625,E05005625,0.0
E05005626,E05005626,0.0
E05005627,E05005627,0.0
E05005628,E05005628,0.0
E05005629,E05005629,0.0
E05005630,E05005630,0.0
E05005631,E05005631,0.0
E05005632,E05005632,0.0
E05005633,E05005633,0.0
E05005634,E05005634,0.0
E05005635,E05005635,0.0
E05005636,E05005636,0.0
E05005637,E05005637,0.0
E05005638,E05005638,0.0
E05005639,E05005639,0.0
E05005640,E05005640,0.0
E05005641,E05005641,0.0
E05005642,E05005642,0.0
E05005643,E05005643,0.0
E05005644,E05005644,0.0
E05005645,E05005645,0.0
E05005646,E05005646,0.0
E05005647,E05005647,0.0
E05005648,E05005648,0.0
E05005649,E05005649,0.0
E05005650,E05005650,0.0
E05005651,E05005651,0.0
E05005652,E05005652,0.0
E05005653,E05005653,0.0
E05005654,E05005654,0.0
E05005655,E05005655,0.0
E05005656,E05005656,0.0
E05005657,E05005657,0.0
E05005658,E05005658,0.0
E05005659,E05005659,0.0
E05005660,E05005660,0.0
E05005661,E05005661,0.0
E05005757,E05005757,0.0
E05005758,E05005758,0.0
E05005759,E05005759,0.0
E05005760,E05005760,0.0
E05005761,E05005761,0.0
E05005762,E05005762,0.0
E05005763,E05005763,0.0
E05005764,E05005764,0.0
E05005765,E05005765,0.0
E05005766,E05005766,0.0
E05005767,E05005767,0.0
E05005768,E05005768,0.0
E05005769,E05005769,0.0
E05005770,E05005770,0.0
E05005771,E05005771,0.0
E05005772,E05005772,0.0
E05005773,E05005773,0.0
E05005774,E05005774,0.0
E05005775,E05005775,0.0
E05005776,E05005776,0.0
E05005777,E05005777,0.0
E05005778,E05005778,0.0
E05005779,E05005779,0.0
E05005780,E05005780,0.0
E05005781,E05005781,0.0
E05005782,E05005782,0.0
E05005783,E05005783,0.0
E05005784,E05005784,0.0
E05005785,E05005785,0.0
E05005786,E05005786,0.0
E05005787,E05005787,0.0
E05005788,E05005788,0.0
E05005789,E05005789,0.0
E05005790,E05005790,0.0
E05005791,E05005791,0.0
E05005792,E05005792,0.0
E05005793,E05005793,0.0
E05005794,E05005794,0.0
E05005795,E05005795,0.0
E05005796,E05005796,0.0
E05005797,E05005797,0.0
E05005798,E05005798,0.0
E05005799,E05005799,0.0
E05005800,E05005800,0.0
E05006191,E05014256,0.07732955062587593
E05006198,E05014256,0.01770579848524269
E05006203,E05014319,0.007522153946842148
E05006206,E05014335,0.08129689600470555
E05006297,E05014291,0.04722732365908372
E05006298,E05014281,0.07527491281961561
E05006299,E05014306,0.06022528123637407
E05006300,E05014287,0.06080414541789054
E05006301,E05014300,0.03669558147788098
E05006302,E05014281,0.0732952740632023
E05006303,E05014252,0.025592969737798437
E05006304,E05014287,0.08692415544599781
E05006305,E05014291,4.0000000000040004e-05
E05006306,E05014300,0.0174493123073657
E05006307,E05014300,0.015392572884347635
E05006308,E05014306,0.021042112536528997
E05006309,E05014306,0.025052458961152078
E05006310,E05014328,0.054184399968997515
E05006311,E05014318,0.06604485899750268
E05006312,E05014313,0.09440756378596031
E05006313,E05010329,0.07034460107215253
E05006314,E05014252,0.04583628475345881
E05006315,E05014306,0.105690630142886
E05006316,E05014328,0.02686507956436734
E05006377,E05006377,0.0
E05006378,E05006378,0.0
E05006379,E05006379,0.0
E05006380,E05006380,0.0
E05006381,E05006381,0.0
E05006382,E05006382,0.0
E05006383,E05006383,0.0
E05006384,E05006384,0.0
E05006385,E05006385,0.0
E05006386,E05006386,0.0
E05006387,E05006387,0.0
E05006388,E05006388,0.0
E05006389,E05006389,0.0
E05006390,E05006390,0.0
E05006391,E05006391,0.0
E05006392,E05006392,0.0
E05006393,E05006393,0.0
E05006394,E05006394,0.0
E05006395,E05006395,0.0
E05006396,E05006396,0.0
E05006397,E05006397,0.0
E05006398,E05006398,0.0
E05006399,E05006399,0.0
E05006400,E05006400,0.0
E05006401,E05006401,0.0
E05006627,E05006627,0.0
E05006628,E05006628,0.0
E05006629,E05006629,0.0
E05006632,E05006632,0.0
E05006634,E05006634,0.0
E05006637,E05006637,0.0
E05006638,E05006638,0.0
E05006639,E05006639,0.0
E05006640,E05006640,0.0
E05006642,E05006642,0.0
E05006643,E05006643,0.0
E05006644,E05006644,0.0
E05006645,E05006645,0.0
E05006646,E05006646,0.0
E05006647,E05006647,0.0
E05006648,E05006648,0.0
E05006649,E05006649,0.0
E05006650,E05006650,0.0
E05006651,E05006651,0.0
E05006652,E05006652,0.0
E05006653,E05006653,0.0
E05006760,E05012484,0.05313648934583404
E05006761,E05012476,0.03741150892439402
E05006762,E05014360,0.010308719610117936
E05006763,E05014363,0.04908960073172039
E05006764,E05012474,0.02969085549458369
E05006765,E05014370,0.038796686714199786
E05006766,E05014370,0.04842764706239608
E05006767,E05014372,0.05563453064419538
E05006768,E05014378,0.04268767152235087
E05006769,E05014360,0.02878317911558586
E05006770,E05014362,0.027546854629885053
E05006771,E05014360,0.022134610906903496
E05006772,E05014362,0.011354796343396176
E05006773,E05014362,0.0015132745950421503
E05006774,E05014362,0.013187645733792497
E05006775,E05014363,0.024215515687261633
E05006776,E05014363,0.01734367031513233
E05006777,E05014363,0.016639498189550815
E05006778,E05014363,0.016588242824360715
E05006779,E05014381,0.05131415789038885
E05006780,E05014370,0.07342830857374096
E05006781,E05014361,0.012341450482011405
E05006782,E05014353,0.05998163135494346
E05006783,E05014388,0.025443474605483785
E05006784,E05014378,0.02146974848478705
E05006785,E05014378,0.010936041331305792
E05006786,E05014381,0.012587203819750446
E05006787,E05014381,0.014876508326894548
E05006788,E05014381,0.006447891128114778
E05006789,E05014372,0.026929704788578722
E05006790,E05014388,0.0012987686476056176
E05006791,E05014388,0.011777818134102587
E05006792,E05014388,0.007968268318773177
E05006793,E05014373,0.012689531118206188
E05006902,E05006902,0.0
E05006903,E05006903,0.0
E05006904,E05006904,0.0
E05006905,E05006905,0.0
E05006906,E05006906,0.0
E05006907,E05006907,0.0
E05006908,E05006908,0.0
E05006909,E05006909,0.0
E05006910,E05006910,0.0
E05006911,E05006911,0.0
E05006912,E05006912,0.0
E05006913,E05006913,0.0
E05006914,E05006914,0.0
E05006915,E05006915,0.0
E05006916,E05006916,0.0
E05006917,E05006917,0.0
E05006918,E05006918,0.0
E05006919,E05006919,0.0
E05006920,E05006920,0.0
E05006921,E05006921,0.0
E05006922,E05006922,0.0
E05006923,E05006923,0.0
E05006924,E05006924,0.0
E05006925,E05006925,0.0
E05006926,E05006926,0.0
E05006927,E05006927,0.0
E05006928,E05006928,0.0
E05006929,E05006929,0.0
E05006930,E05006930,0.0
E05006931,E05006931,0.0
E05006932,E05006932,0.0
E05006933,E05006933,0.0
E05006934,E05006934,0.0
E05006935,E05006935,0.0
E05006936,E05006936,0.0
E05006937,E05006937,0.0
E05006988,E05006988,0.0
E05006989,E05006989,0.0
E05006990,E05006990,0.0
E05006991,E05006991,0.0
E05006992,E05006992,0.0
E05006993,E05006993,0.0
E05006994,E05006994,0.0
E05006995,E05006995,0.0
E05006996,E05006996,0.0
E05006997,E05006997,0.0
E05006998,E05006998,0.0
E05006999,E05006999,0.0
E05007000,E05007000,0.0
E05007001,E05007001,0.0
E05007002,E05007002,0.0
E05007003,E05007003,0.0
E05007004,E05007004,0.0
E05007005,E05007005,0.0
E05007006,E05007006,0.0
E05007007,E05007007,0.0
E05007008,E05007008,0.0
E05007009,E05007009,0.0
E05007010,E05007010,0.0
E05007011,E05007011,0.0
E05007012,E05007012,0.0
E05007039,E05007039,0.0
E05007040,E05007040,0.0
E05007041,E05007041,0.0
E05007042,E05007042,0.0
E05007043,E05007043,0.0
E05007044,E05007044,0.0
E05007045,E05007045,0.0
E05007046,E05007046,0.0
E05007047,E05007047,0.0
E05007048,E05007048,0.0
E05007049,E05007049,0.0
E05007050,E05007050,0.0
E05007051,E05007051,0.0
E05007052,E05007052,0.0
E05007053,E05007053,0.0
E05007054,E05007054,0.0
E05007055,E05007055,0.0
E05007056,E05007056,0.0
E05007057,E05007057,0.0
E05007058,E05007058,0.0
E05007059,E05007059,0.0
E05007060,E05007060,0.0
E05007061,E05007061,0.0
E05007062,E05007062,0.0
E05007063,E05007063,0.0
E05007064,E05007064,0.0
E05007065,E05007065,0.0
E05007066,E05007066,0.0
E05007067,E05007067,0.0
E05007068,E05007068,0.0
E05007069,E05007069,0.0
E05007070,E05007070,0.0
E05007071,E05007071,0.0
E05007072,E05007072,0.0
E05007073,E05007073,0.0
E05007074,E05007074,0.0
E05007075,E05007075,0.0
E05007117,E05007117,0.0
E05007118,E05007118,0.0
E05007119,E05007119,0.0
E05007120,E05007120,0.0
E05007121,E05007121,0.0
E05007122,E05007122,0.0
E05007123,E05007123,0.0
E05007124,E05007124,0.0
E05007125,E05007125,0.0
E05007126,E05007126,0.0
E05007127,E05007127,0.0
E05007128,E05007128,0.0
E05007129,E05007129,0.0
E05007130,E05007130,0.0
E05007131,E05007131,0.0
E05007132,E05007132,0.0
E05007273,E05007273,0.0
E05007274,E05007274,0.0
E05007275,E05007275,0.0
E05007276,E05007276,0.0
E05007277,E05007277,0.0
E05007278,E05007278,0.0
E05007279,E05007279,0.0
E05007280,E05007280,9.999999996068709e-06
E05007281,E05007281,0.0
E05007282,E05007282,0.0
E05007283,E05007283,0.0
E05007284,E05007284,0.0
E05007285,E05007285,0.0
E05007286,E05007286,0.0
E05007287,E05007287,0.0
E05007288,E05007288,0.0
E05007289,E05007289,0.0
E05007290,E05007290,0.0
E05007291,E05007291,0.0
E05007292,E05007292,0.0
E05007293,E05007293,0.0
E05007294,E05007294,0.0
E05007295,E05007295,0.0
E05007296,E05007296,0.0
E05007297,E05007297,0.0
E05007298,E05007298,0.0
E05007299,E05007299,0.0
E05007300,E05007300,0.0
E05007301,E05007301,0.0
E05007302,E05007302,0.0
E05007303,E05007303,0.0
E05007304,E05007304,0.0
E05007305,E05007305,0.0
E05007306,E05007306,0.0
E05007307,E05007307,0.0
E05007308,E05007308,0.0
E05007309,E05007309,0.0
E05007310,E05007310,0.0
E05007311,E05007311,0.0
E05007312,E05007312,0.0
E05007313,E05007313,0.0
E05007314,E05007314,0.0
E05007315,E05007315,0.0
E05007316,E05007316,0.0
E05007317,E05007317,0.0
E05007318,E05007318,0.0
E05007319,E05007319,0.0
E05007320,E05007320,0.0
E05007321,E05007321,0.0
E05007322,E05007322,0.0
E05007323,E05007323,0.0
E05007324,E05007324,0.0
E05007325,E05007325,0.0
E05007326,E05007326,0.0
E05007327,E05007327,0.0
E05007328,E05007328,0.0
E05007362,E05007362,0.0
E05007363,E05007363,0.0
E05007364,E05007364,0.0
E05007365,E05007365,0.0
E05007366,E05007366,0.0
E05007367,E05007367,0.0
E05007368,E05007368,0.0
E05007369,E05007369,0.0
E05007370,E05007370,0.0
E05007371,E05007371,0.0
E05007372,E05007372,0.0
E05007373,E05007373,0.0
E05007374,E05007374,0.0
E05007391,E05007391,0.0
E05007392,E05007392,0.0
E05007393,E05007393,0.0
E05007394,E05007394,0.0
E05007395,E05007395,0.0
E05007396,E05007396,0.0
E05007397,E05007397,0.0
E05007398,E05007398,0.0
E05007399,E05007399,0.0
E05007400,E05007400,0.0
E05007401,E05007401,0.0
E05007402,E05007402,0.0
E05007403,E05007403,0.0
E05007404,E05007404,0.0
E05007405,E05007405,0.0
E05007406,E05007406,0.0
E05007407,E05007407,0.0
E05007408,E05007408,0.0
E05007409,E05007409,0.0
E05007410,E05007410,0.0
E05007411,E05007411,0.0
E05007412,E05007412,0.0
E05007413,E05007413,0.0
E05007414,E05007414,0.0
E05007415,E05007415,0.0
E05007416,E05007416,0.0
E05007417,E05007417,0.0
E05007418,E05007418,0.0
E05007419,E05007419,0.0
E05007420,E05007420,0.0
E05007421,E05007421,0.0
E05007422,E05007422,0.0
E05007423,E05007423,0.0
E05007424,E05007424,0.0
E05007425,E05007425,0.0
E05007426,E05007426,0.0
E05007427,E05007427,0.0
E05007428,E05007428,0.0
E05007429,E05007429,0.0
E05007430,E05007430,0.0
E05007431,E05007431,0.0
E05007432,E05007432,0.0
E05007433,E05007433,0.0
E05007434,E05007434,0.0
E05007435,E05007435,0.0
E05007436,E05007436,0.0
E05007437,E05007437,0.0
E05007438,E05007438,0.0
E05007439,E05007439,0.0
E05007457,E05007457,0.0
E05007458,E05007458,0.0
E05007459,E05007459,0.0
E05007460,E05007460,0.0
E05007461,E05007461,0.0
E05007462,E05007462,0.0
E05007463,E05007463,0.0
E05007464,E05007464,0.0
E05007465,E05007465,0.0
E05007466,E05007466,0.0
E05007467,E05007467,0.0
E05007468,E05007468,0.0
E05007469,E05007469,0.0
E05007470,E05007470,0.0
E05007471,E05007471,0.0
E05007472,E05007472,0.0
E05007473,E05007473,0.0
E05007474,E05007474,0.0
E05007475,E05007475,0.0
E05007476,E05007476,0.0
E05007477,E05007477,0.0
E05007478,E05007478,0.0
E05007479,E05007479,0.0
E05007480,E05007480,0.0
E05007481,E05007481,0.0
E05007482,E05007482,0.0
E05007483,E05007483,0.0
E05007484,E05007484,0.0
E05007485,E05007485,0.0
E05007486,E05007486,0.0
E05007487,E05007487,0.0
E05007488,E05007488,0.0
E05007489,E05007489,0.0
E05007490,E05007490,0.0
E05007562,E05007562,0.0
E05007563,E05007563,0.0
E05007564,E05007564,0.0
E05007565,E05007565,0.0
E05007566,E05007566,0.0
E05007567,E05007567,0.0
E05007568,E05007568,0.0
E05007569,E05007569,0.0
E05007570,E05007570,0.0
E05007571,E05007571,0.0
E05007572,E05007572,0.0
E05007573,E05007573,0.0
E05007574,E05007574,0.0
E05007575,E05007575,0.0
E05007668,E05007668,0.0
E05007669,E05007669,0.0
E05007670,E05007670,0.0
E05007671,E05007671,0.0
E05007672,E05007672,0.0
E05007673,E05007673,0.0
E05007674,E05007674,0.0
E05007675,E05007675,0.0
E05007676,E05007676,0.0
E05007677,E05007677,0.0
E05007678,E05007678,0.0
E05007679,E05007679,0.0
E05007680,E05007680,0.0
E05007681,E05007681,0.0
E05007682,E05007682,0.0
E05007683,E05007683,0.0
E05007684,E05007684,1.0000000003174137e-05
E05007685,E05007685,0.0
E05007686,E05007686,0.0
E05007687,E05007687,0.0
E05007688,E05007688,0.0
E05007689,E05007689,0.0
E05007690,E05007690,0.0
E05007691,E05007691,0.0
E05007692,E05007692,0.0
E05007693,E05007693,0.0
E05007694,E05007694,0.0
E05007695,E05007695,0.0
E05007696,E05007696,0.0
E05007697,E05007697,0.0
E05007698,E05007698,0.0
E05007699,E05007699,0.0
E05007700,E05007700,0.0
E05007701,E05007701,0.0
E05007702,E05007702,0.0
E05007703,E05007703,0.0
E05007704,E05007704,0.0
E05007705,E05007705,0.0
E05007706,E05007706,0.0
E05007846,E05007846,0.0
E05007847,E05007847,0.0
E05007848,E05007848,0.0
E05007849,E05007849,0.0
E05007850,E05007850,0.0
E05007851,E05007851,0.0
E05007852,E05007852,0.0
E05007853,E05007853,0.0
E05007854,E05007854,0.0
E05007855,E05007855,0.0
E05007856,E05007856,0.0
E05007857,E05007857,0.0
E05007858,E05007858,0.0
E05007859,E05007859,0.0
E05007860,E05007860,0.0
E05007861,E05007861,0.0
E05007862,E05007862,0.0
E05007863,E05007863,0.0
E05007864,E05007864,0.0
E05007865,E05007865,0.0
E05007866,E05007866,0.0
E05007867,E05007867,0.0
E05007868,E05007868,0.0
E05007869,E05007869,0.0
E05007870,E05007870,0.0
E05007871,E05007871,0.0
E05007872,E05007872,0.0
E05007873,E05007873,0.0
E05007874,E05007874,0.0
E05007875,E05007875,0.0
E05007876,E05007876,0.0
E05007877,E05007877,0.0
E05007878,E05007878,0.0
E05007879,E05007879,0.0
E05007880,E05007880,0.0
E05007881,E05007881,0.0
E05007882,E05007882,0.0
E05007883,E05007883,0.0
E05007884,E05007884,0.0
E05007885,E05007885,0.0
E05007886,E05007886,0.0
E05007887,E05007887,0.0
E05007888,E05007888,0.0
E05007889,E05007889,0.0
E05007890,E05007890,0.0
E05007891,E05007891,0.0
E05007892,E05007892,0.0
E05007893,E05007893,0.0
E05007894,E05007894,0.0
E05007895,E05007895,0.0
E05007896,E05007896,0.0
E05007897,E05007897,0.0
E05007898,E05007898,0.0
E05007899,E05007899,0.0
E05007900,E05007900,0.0
E05007901,E05007901,0.0
E05007902,E05007902,0.0
E05007903,E05007903,0.0
E05007904,E05007904,0.0
E05007905,E05007905,0.0
E05007906,E05007906,0.0
E05007907,E05007907,0.0
E05007908,E05007908,0.0
E05007909,E05007909,0.0
E05007910,E05007910,0.0
E05007911,E05007911,0.0
E05007912,E05007912,0.0
E05007913,E05007913,0.0
E05007914,E05007914,0.0
E05007915,E05007915,0.0
E05007916,E05007916,0.0
E05007917,E05007917,0.0
E05007918,E05007918,0.0
E05007919,E05007919,0.0
E05007920,E05007920,0.0
E05007921,E05007921,0.0
E05007922,E05007922,0.0
E05007923,E05007923,0.0
E05007924,E05007924,0.0
E05007925,E05007925,0.0
E05007926,E05007926,0.0
E05008136,E05008136,0.0
E05008137,E05008137,0.0
E05008138,E05008138,0.0
E05008139,E05008139,0.0
E05008140,E05008140,0.0
E05008141,E05008141,0.0
E05008142,E05008142,0.0
E05008143,E05008143,0.0
E05008144,E05008144,0.0
E05008145,E05008145,0.0
E05008146,E05008146,0.0
E05008147,E05008147,0.0
E05008148,E05008148,0.0
E05008149,E05008149,0.0
E05008150,E05008150,0.0
E05008151,E05008151,0.0
E05008152,E05008152,0.0
E05008153,E05008153,0.0
E05008154,E05008154,0.0
E05008155,E05008155,0.0
E05008156,E05008156,0.0
E05008157,E05008157,0.0
E05008158,E05008158,0.0
E05008159,E05008159,0.0
E05008160,E05008160,0.0
E05008161,E05008161,0.0
E05008162,E05008162,0.0
E05008163,E05008163,1.9999999999686935e-05
E05008164,E05008164,0.0
E05008165,E05008165,0.0
E05008166,E05008166,0.0
E05008167,E05008167,0.0
E05008168,E05008168,0.0
E05008169,E05008169,0.0
E05008170,E05008170,0.0
E05008171,E05008171,0.0
E05008172,E05008172,0.0
E05008173,E05008173,0.0
E05008174,E05008174,0.0
E05008178,E05008178,0.0
E05008179,E05008179,0.0
E05008180,E05008180,0.0
E05008181,E05008181,0.0
E05008183,E05008183,0.0
E05008186,E05008186,0.0
E05008187,E05008187,0.0
E05008188,E05008188,0.0
E05008189,E05008189,0.0
E05008190,E05008190,0.0
E05008191,E05008191,0.0
E05008192,E05008192,0.0
E05008193,E05008193,0.0
E05008194,E05008194,0.0
E05008195,E05008195,0.0
E05008196,E05008196,0.0
E05008198,E05008198,0.0
E05008520,E05008520,0.0
E05008521,E05008521,0.0
E05008522,E05008522,0.0
E05008523,E05008523,0.0
E05008524,E05008524,0.0
E05008546,E05008546,0.0
E05008547,E05008547,0.0
E05008548,E05008548,0.0
E05008553,E05008553,0.0
E05008554,E05008554,0.0
E05008555,E05008555,0.0
E05008558,E05008558,0.0
E05008559,E05008559,0.0
E05008560,E05008560,0.0
E05008561,E05008561,0.0
E05008562,E05008562,0.0
E05008610,E05008610,0.0
E05008611,E05008611,0.0
E05008612,E05008612,0.0
E05008613,E05008613,0.0
E05008614,E05008614,0.0
E05008615,E05008615,0.0
E05008616,E05008616,0.0
E05008617,E05008617,0.0
E05008618,E05008618,0.0
E05008619,E05008619,0.0
E05008620,E05008620,0.0
E05008621,E05008621,0.0
E05008622,E05008622,0.0
E05008623,E05008623,0.0
E05008624,E05008624,0.0
E05008625,E05008625,0.0
E05008626,E05008626,0.0
E05008627,E05008627,0.0
E05008628,E05008628,0.0
E05008629,E05008629,0.0
E05008630,E05008630,0.0
E05008631,E05008631,0.0
E05008632,E05008632,0.0
E05008633,E05008633,0.0
